"Tdiff","Tpdiff","Trho","Tprho","Tcause","Mdiff","Mpdiff","Mrho","Mprho","Mcause","xstr"
-0.000142944275903729,0.0176992293417263,0.819810559617116,6.53684817988463e-23,1,-0.000120603666995915,0.0111534549430639,0.692061774987089,2.88210965515013e-21,1,0.313861582428217
-0.000127713100121993,0.0295767951142035,0.721627961201445,1.85562342382002e-21,1,-0.000188978476074579,0.086839784659129,0.761479225180295,1.49813479754636e-22,0,0.891121141379699
-0.000177530743856065,0.0596322755258799,0.792785637854818,6.12906117994008e-23,0,-0.000147473891067243,0.0325900792000652,0.683994650340944,8.84866758022993e-22,1,0.93046493967995
-6.17910082331083e-05,0.0616550367037796,0.309013622603325,1.12518753057745e-09,0,-8.65730680366954e-05,0.0280751905015411,0.413409995779923,6.97307383878931e-16,1,0.104168041842058
-0.000143382727313322,0.0362929120603697,0.702477213019891,2.19319193284683e-22,1,-6.60750122096875e-05,0.130828855176135,0.554973035577506,1.51327146950196e-18,0,0.31621704949066
-0.000227058948804868,0.0392491007498792,0.785706512391388,9.70910942352025e-23,1,-5.56570896547378e-05,0.0398927127516491,0.602850218185223,4.55732739850581e-20,1,0.902624801034108
-5.23100839991575e-05,0.211168425907957,0.344490380759989,2.74829975291859e-14,0,-5.30302432900434e-06,0.874558212940082,0.198028450686732,2.19251444345737e-06,0,0.0525409537367523
-2.83050057121829e-05,0.166946954218644,0.435707691808417,1.68432882446798e-14,0,-5.12660895988003e-05,0.0869593474713173,0.416240315134421,6.01487868342256e-13,0,0.777060548076406
-0.00020261338278062,0.045453011792872,0.740488501776486,2.52392314705713e-22,1,-1.64720960205726e-05,0.506601903742745,0.490621511812308,3.02497124931149e-17,0,0.695969513384625
-8.24145011260234e-05,0.0191645197183234,0.398954904976124,9.27585244786854e-16,1,-0.000128477851904406,0.0965916501743127,0.432115458592289,3.22182529580601e-16,0,0.0467184577137232
-0.000170877817854476,0.0832071562381785,0.793076210560197,4.07804527245142e-23,0,-0.000127597849301292,0.0818567127618858,0.751179307775972,1.6291233621294e-22,0,0.443905930966139
-6.11771947938765e-05,0.0860381328033718,0.610944057705579,2.10382948326019e-21,0,-0.000167629139906719,0.019477676838269,0.601935168274574,3.87545906378132e-21,1,0.60739432903938
-0.000173350649300328,0.131937888318526,0.692946852420366,2.14494777561779e-22,0,-3.75624612235337e-05,0.193337502931641,0.510498955633371,4.24940004574201e-19,0,0.526091830339283
-0.000126149158306235,0.0231762568750487,0.756387613919132,7.65089577339977e-23,1,-8.91746585896525e-05,0.0409612674418576,0.514636216326347,1.73625520924319e-19,1,0.201720935525373
-7.30206599900839e-05,0.134835762580422,0.54324534877036,2.44416583040297e-19,0,-6.93528019962784e-05,0.000938971278330225,0.56203424404242,4.99256954131556e-20,1,0.764694022713229
-0.000245877292461197,0.107230414859089,0.873696671291353,1.86920381279315e-23,0,-0.000141701275647067,0.0522118729877924,0.782221651572885,5.56238099538867e-23,0,0.44284880394116
-2.91608833602251e-05,0.197611662244934,0.715019115353501,1.1941568687366e-20,0,-6.52597913415643e-05,0.0809440952987525,0.499684748133578,2.11080894533177e-15,0,0.921545997727662
-6.83928863326645e-05,0.0551338998391195,0.46162800214289,1.88947213773053e-17,0,-8.94997214480374e-05,0.0935671398979083,0.579300105291215,2.18180747920413e-19,0,0.81181439361535
-7.28364021237909e-05,0.022845237987594,0.761822793890965,4.05394022033503e-23,1,-4.26347555016261e-05,0.325094320912025,0.469385542283927,1.25211186881019e-17,0,0.319573023123667
-0.000145589222715466,0.0294295951380318,0.789074282538582,5.21867957566975e-23,1,-0.000127114370849564,0.00922991231963354,0.717428215199737,2.05602687229425e-22,1,0.391877846093848
-0.000105412990989635,0.0259254188294949,0.639932378792412,1.14021451380592e-21,1,-0.000127845273819474,0.0604892183652719,0.878036771731744,6.94815465901207e-09,0,0.300574174383655
-0.000104631560905868,0.0113994848639048,0.416090601118532,1.9818394799404e-16,1,-0.000253071356538249,0.0870294406144816,0.690780606468833,2.66440243542709e-22,0,0.0368330553174019
-0.000128859511519476,0.0528688962140354,0.610890285549012,1.0620746693471e-20,0,-6.58587985189545e-05,0.016072690967862,0.50364657494777,2.49906897961375e-18,1,0.723069064784795
-6.56118872346329e-05,0.0100613450281047,0.485755206717846,1.71965616342087e-16,1,-2.6871763074771e-05,0.0798125776847899,0.224160710752399,1.24969126625113e-07,0,0.433638665359467
-0.000120488951824833,0.148975295013071,0.693320829656479,2.40319222067843e-22,0,-6.48342285160177e-05,0.00373058711305634,0.558824106885524,1.73726585022362e-19,1,0.286988171981648
-8.99965676870281e-05,0.052169447371501,0.729104628745237,4.28154385441708e-22,0,-0.000131434997594187,0.0590090805970585,0.707890124029044,7.66878600794611e-23,0,0.502578022191301
-0.000145106044545104,0.107181932578348,0.812937855025124,1.89998464444319e-22,0,-0.000189397192821277,0.00985499078883135,0.772503166044839,7.119805578958e-23,1,0.37528522266075
-0.000113991273792772,0.207863063716366,0.832456786229355,5.56397229104284e-07,0,-4.88514395663025e-05,0.186235935712006,0.302810787986751,1.9759717782189e-13,0,0.924497663741931
-4.10176740940816e-05,0.0826602796921727,0.612941858092653,1.06396855001861e-11,0,-8.56409353124146e-05,0.0412583200433038,0.520900079878655,3.23527232825954e-19,1,0.294709109235555
-0.000146291563966588,0.0349566313114723,0.469829589261276,8.08834310153082e-19,1,-6.30983019543334e-05,0.0907966746241252,0.345644720163178,8.12008775218658e-14,0,0.120810178807005
-5.40583692328921e-05,0.206853969065425,0.651316474852882,1.17226543739906e-20,0,-0.000122359298228041,0.042050641273457,0.685400960937472,1.4896795376835e-22,1,0.510183561127633
-9.40798648138161e-05,0.0738724159132584,0.717922835520268,1.52509971408676e-20,0,-0.000148965234698041,0.0455855003043339,0.791402038283898,3.25837201134176e-22,1,0.364725430496037
-0.000197790084389846,0.0798430282224951,0.694649251741326,2.30405142396632e-22,0,-8.99121206361535e-05,0.0295619034565229,0.41677834421858,5.75861457846308e-18,1,0.80087067768909
-8.76991344012393e-05,0.0770739240048993,0.709010344590771,6.02014423334366e-07,0,-0.000132689475388345,0.0198129417456754,0.616054323443501,6.01273204533212e-21,1,0.0628492592368275
-1.81903638018086e-05,0.607671877130554,0.489811846669509,2.69181477400385e-17,0,-8.34895216081653e-05,0.13205857935696,0.61493971084769,2.55200067892656e-20,0,0.700830214424059
-0.000121987875409287,0.0251952948776578,0.538315227661502,4.5414252395724e-21,1,-6.22884054615188e-05,0.103753035234025,0.529297261607998,5.60946237846076e-20,0,0.137567041208968
-0.000106271278675777,0.117082413160231,0.387590106647039,9.21135767665337e-14,0,-8.23134822416057e-05,0.0955349001371608,0.522351565915179,1.52734572385346e-19,0,0.117716188309714
-4.54902656123212e-05,0.0273590287041664,0.619249645183649,7.96751975028723e-22,1,-0.0001438703305543,0.059850430582846,0.757750112078306,3.94935656156183e-23,0,0.290732787922025
